,Fecha Alta,Tipo,Operación
1499,2005-06-20,Industrial,Venta
1500,2005-06-21,Suelo,Venta
1501,2005-06-21,Industrial,Venta
1502,2005-06-21,Industrial,Alquiler
1503,2005-06-21,Industrial,Venta
1504,2005-06-22,Suelo,Venta
1505,2005-06-22,Suelo,Alquiler
1506,2005-06-22,Parking,Venta
1507,2005-06-22,Casa,Venta
1508,2005-06-22,Piso,Venta
1509,2005-06-22,Parking,Venta
1510,2005-06-23,Piso,Venta
1511,2005-06-23,Casa,Alquiler
1512,2005-06-24,Piso,Venta
1513,2005-06-24,Suelo,Alquiler
1514,2005-06-26,Piso,Alquiler
1515,2005-06-27,Industrial,Venta
1516,2005-06-28,Suelo,Alquiler
1517,2005-06-28,Local,Alquiler
1518,2005-06-28,Piso,Venta
1519,2005-06-28,Local,Venta
1520,2005-06-29,Casa,Alquiler
1521,2005-06-29,Suelo,Venta
1522,2005-06-29,Local,Venta
1523,2005-06-29,Piso,Alquiler
1524,2005-06-30,Local,Venta
1525,2005-06-30,Oficina,Venta
1526,2005-06-30,Parking,Venta
1527,2005-06-30,Oficina,Alquiler
1528,2005-06-30,Oficina,Alquiler
1529,2005-06-30,Piso,Alquiler
1530,2005-07-01,Local,Venta
1531,2005-07-01,Piso,Alquiler
1532,2005-07-01,Local,Alquiler
1533,2005-07-02,Local,Alquiler
1534,2005-07-04,Suelo,Venta
1535,2005-07-04,Parking,Venta
1536,2005-07-04,Piso,Venta
1537,2005-07-04,Industrial,Alquiler
1538,2005-07-04,Oficina,Venta
1539,2005-07-05,Suelo,Alquiler
1540,2005-07-06,Local,Venta
1541,2005-07-06,Industrial,Venta
1542,2005-07-06,Oficina,Venta
1543,2005-07-06,Parking,Venta
1544,2005-07-06,Oficina,Venta
1545,2005-07-07,Piso,Alquiler
1546,2005-07-07,Piso,Venta
1547,2005-07-08,Casa,Alquiler
1548,2005-07-08,Oficina,Alquiler
1549,2005-07-09,Piso,Alquiler
1550,2005-07-09,Suelo,Alquiler
1551,2005-07-10,Parking,Venta
1552,2005-07-11,Piso,Alquiler
1553,2005-07-11,Suelo,Venta
1554,2005-07-12,Suelo,Alquiler
1555,2005-07-12,Piso,Alquiler
1556,2005-07-12,Local,Venta
1557,2005-07-13,Suelo,Alquiler
1558,2005-07-13,Piso,Alquiler
1559,2005-07-14,Casa,Alquiler
1560,2005-07-15,Casa,Alquiler
1561,2005-07-15,Local,Venta
1562,2005-07-15,Suelo,Venta
1563,2005-07-15,Parking,Venta
1564,2005-07-16,Piso,Venta
1565,2005-07-16,Piso,Alquiler
1566,2005-07-16,Oficina,Alquiler
1567,2005-07-17,Piso,Alquiler
1568,2005-07-17,Oficina,Alquiler
1569,2005-07-17,Parking,Alquiler
1570,2005-07-18,Casa,Venta
1571,2005-07-18,Local,Alquiler
1572,2005-07-18,Local,Venta
1573,2005-07-18,Piso,Alquiler
1574,2005-07-19,Industrial,Venta
1575,2005-07-20,Piso,Alquiler
1576,2005-07-20,Piso,Alquiler
1577,2005-07-20,Local,Venta
1578,2005-07-20,Suelo,Venta
1579,2005-07-21,Piso,Venta
1580,2005-07-21,Suelo,Alquiler
1581,2005-07-21,Parking,Alquiler
1582,2005-07-22,Suelo,Alquiler
1583,2005-07-22,Industrial,Venta
1584,2005-07-22,Casa,Venta
1585,2005-07-22,Industrial,Venta
1586,2005-07-23,Parking,Venta
1587,2005-07-23,Local,Alquiler
1588,2005-07-23,Casa,Venta
1589,2005-07-23,Suelo,Venta
1590,2005-07-24,Parking,Venta
1591,2005-07-24,Parking,Venta
1592,2005-07-24,Casa,Alquiler
1593,2005-07-25,Local,Venta
1594,2005-07-25,Parking,Venta
1595,2005-07-25,Suelo,Alquiler
1596,2005-07-26,Parking,Venta
1597,2005-07-26,Industrial,Alquiler
1598,2005-07-26,Suelo,Alquiler
1599,2005-07-27,Oficina,Alquiler
1600,2005-07-28,Industrial,Venta
1601,2005-07-28,Local,Alquiler
1602,2005-07-28,Piso,Alquiler
1603,2005-07-29,Suelo,Venta
1604,2005-07-30,Casa,Alquiler
1605,2005-07-31,Piso,Alquiler
1606,2005-07-31,Parking,Alquiler
1607,2005-08-01,Oficina,Venta
1608,2005-08-01,Local,Alquiler
1609,2005-08-01,Piso,Venta
1610,2005-08-02,Suelo,Alquiler
1611,2005-08-03,Oficina,Venta
1612,2005-08-03,Industrial,Alquiler
1613,2005-08-03,Suelo,Alquiler
1614,2005-08-03,Oficina,Venta
1615,2005-08-03,Oficina,Alquiler
1616,2005-08-03,Piso,Alquiler
1617,2005-08-04,Local,Alquiler
1618,2005-08-04,Casa,Alquiler
1619,2005-08-04,Parking,Alquiler
1620,2005-08-04,Casa,Venta
1621,2005-08-04,Industrial,Venta
1622,2005-08-04,Industrial,Alquiler
1623,2005-08-04,Oficina,Alquiler
1624,2005-08-05,Oficina,Alquiler
1625,2005-08-05,Local,Venta
1626,2005-08-06,Parking,Venta
1627,2005-08-06,Parking,Venta
1628,2005-08-06,Parking,Alquiler
1629,2005-08-06,Suelo,Alquiler
1630,2005-08-07,Local,Alquiler
1631,2005-08-07,Oficina,Alquiler
1632,2005-08-07,Suelo,Venta
1633,2005-08-07,Industrial,Venta
1634,2005-08-08,Piso,Alquiler
1635,2005-08-08,Suelo,Venta
1636,2005-08-08,Parking,Venta
1637,2005-08-08,Piso,Venta
1638,2005-08-09,Parking,Venta
1639,2005-08-09,Parking,Alquiler
1640,2005-08-09,Oficina,Alquiler
1641,2005-08-10,Industrial,Venta
1642,2005-08-10,Piso,Alquiler
1643,2005-08-10,Local,Venta
1644,2005-08-10,Casa,Alquiler
1645,2005-08-11,Parking,Venta
1646,2005-08-12,Local,Venta
1647,2005-08-12,Casa,Venta
1648,2005-08-14,Local,Venta
1649,2005-08-14,Casa,Alquiler
1650,2005-08-14,Parking,Venta
1651,2005-08-15,Casa,Alquiler
1652,2005-08-15,Piso,Alquiler
1653,2005-08-15,Oficina,Alquiler
1654,2005-08-15,Local,Alquiler
1655,2005-08-15,Oficina,Alquiler
1656,2005-08-16,Casa,Alquiler
1657,2005-08-16,Parking,Alquiler
1658,2005-08-16,Suelo,Alquiler
1659,2005-08-16,Suelo,Alquiler
1660,2005-08-17,Oficina,Venta
1661,2005-08-17,Piso,Venta
1662,2005-08-18,Parking,Alquiler
1663,2005-08-19,Oficina,Venta
1664,2005-08-19,Industrial,Alquiler
1665,2005-08-19,Oficina,Alquiler
1666,2005-08-22,Local,Venta
1667,2005-08-22,Oficina,Alquiler
1668,2005-08-23,Oficina,Alquiler
1669,2005-08-23,Local,Venta
1670,2005-08-24,Industrial,Venta
1671,2005-08-25,Oficina,Venta
1672,2005-08-26,Industrial,Venta
1673,2005-08-26,Casa,Venta
1674,2005-08-26,Piso,Alquiler
1675,2005-08-27,Oficina,Venta
1676,2005-08-27,Industrial,Venta
1677,2005-08-27,Oficina,Venta
1678,2005-08-27,Oficina,Venta
1679,2005-08-27,Piso,Alquiler
1680,2005-08-28,Casa,Venta
1681,2005-08-28,Casa,Alquiler
1682,2005-08-28,Suelo,Venta
1683,2005-08-28,Industrial,Alquiler
1684,2005-08-28,Piso,Alquiler
1685,2005-08-28,Piso,Venta
1686,2005-08-29,Parking,Alquiler
1687,2005-08-29,Piso,Alquiler
1688,2005-08-29,Piso,Alquiler
1689,2005-08-30,Parking,Venta
1690,2005-08-30,Casa,Venta
1691,2005-08-30,Local,Venta
1692,2005-08-30,Suelo,Venta
1693,2005-08-31,Local,Venta
1694,2005-08-31,Casa,Alquiler
1695,2005-08-31,Industrial,Venta
1696,2005-09-01,Industrial,Venta
1697,2005-09-02,Industrial,Alquiler
1698,2005-09-03,Industrial,Alquiler
1699,2005-09-03,Parking,Venta
1700,2005-09-03,Piso,Venta
1701,2005-09-04,Industrial,Alquiler
1702,2005-09-06,Industrial,Venta
1703,2005-09-06,Industrial,Venta
1704,2005-09-06,Local,Alquiler
1705,2005-09-06,Industrial,Alquiler
1706,2005-09-07,Piso,Alquiler
1707,2005-09-07,Casa,Alquiler
1708,2005-09-07,Parking,Alquiler
1709,2005-09-07,Local,Venta
1710,2005-09-08,Local,Venta
1711,2005-09-08,Parking,Alquiler
1712,2005-09-09,Piso,Venta
1713,2005-09-09,Suelo,Venta
1714,2005-09-09,Industrial,Alquiler
1715,2005-09-09,Oficina,Venta
1716,2005-09-09,Parking,Alquiler
1717,2005-09-09,Local,Venta
1718,2005-09-10,Industrial,Venta
1719,2005-09-10,Local,Venta
1720,2005-09-10,Oficina,Alquiler
1721,2005-09-10,Piso,Alquiler
1722,2005-09-10,Oficina,Alquiler
1723,2005-09-10,Parking,Venta
1724,2005-09-11,Local,Alquiler
1725,2005-09-11,Oficina,Alquiler
1726,2005-09-11,Industrial,Venta
1727,2005-09-11,Piso,Alquiler
1728,2005-09-11,Suelo,Venta
1729,2005-09-12,Oficina,Venta
1730,2005-09-12,Parking,Venta
1731,2005-09-12,Oficina,Venta
1732,2005-09-13,Industrial,Venta
1733,2005-09-13,Oficina,Alquiler
1734,2005-09-14,Parking,Alquiler
1735,2005-09-14,Industrial,Alquiler
1736,2005-09-14,Piso,Venta
1737,2005-09-14,Casa,Alquiler
1738,2005-09-16,Local,Alquiler
1739,2005-09-16,Local,Venta
1740,2005-09-16,Oficina,Venta
1741,2005-09-17,Parking,Venta
1742,2005-09-17,Casa,Venta
1743,2005-09-17,Piso,Venta
1744,2005-09-17,Casa,Venta
1745,2005-09-19,Parking,Alquiler
1746,2005-09-20,Piso,Alquiler
1747,2005-09-21,Piso,Alquiler
1748,2005-09-21,Piso,Alquiler
1749,2005-09-21,Local,Venta
1750,2005-09-21,Parking,Alquiler
1751,2005-09-21,Piso,Venta
1752,2005-09-21,Casa,Alquiler
1753,2005-09-21,Piso,Venta
1754,2005-09-22,Casa,Venta
1755,2005-09-24,Oficina,Alquiler
1756,2005-09-24,Suelo,Alquiler
1757,2005-09-24,Parking,Alquiler
1758,2005-09-25,Casa,Venta
1759,2005-09-25,Local,Alquiler
1760,2005-09-26,Piso,Venta
1761,2005-09-26,Casa,Venta
1762,2005-09-27,Local,Alquiler
1763,2005-09-27,Piso,Alquiler
1764,2005-09-29,Industrial,Alquiler
1765,2005-09-29,Oficina,Venta
1766,2005-09-29,Parking,Venta
1767,2005-09-30,Suelo,Alquiler
1768,2005-10-01,Oficina,Venta
1769,2005-10-01,Piso,Venta
1770,2005-10-01,Local,Alquiler
1771,2005-10-01,Industrial,Alquiler
1772,2005-10-01,Casa,Venta
1773,2005-10-01,Casa,Venta
1774,2005-10-01,Local,Venta
1775,2005-10-01,Parking,Venta
1776,2005-10-02,Local,Venta
1777,2005-10-02,Local,Alquiler
1778,2005-10-02,Suelo,Alquiler
1779,2005-10-02,Casa,Venta
1780,2005-10-02,Casa,Venta
1781,2005-10-02,Casa,Alquiler
1782,2005-10-03,Piso,Venta
1783,2005-10-03,Parking,Alquiler
1784,2005-10-03,Oficina,Venta
1785,2005-10-03,Casa,Venta
1786,2005-10-03,Parking,Venta
1787,2005-10-03,Parking,Venta
1788,2005-10-04,Oficina,Alquiler
1789,2005-10-04,Local,Venta
1790,2005-10-04,Oficina,Alquiler
1791,2005-10-05,Local,Venta
1792,2005-10-05,Casa,Alquiler
1793,2005-10-05,Local,Alquiler
1794,2005-10-05,Oficina,Venta
1795,2005-10-06,Casa,Alquiler
1796,2005-10-06,Suelo,Alquiler
1797,2005-10-06,Local,Alquiler
1798,2005-10-06,Oficina,Alquiler
1799,2005-10-06,Industrial,Venta
1800,2005-10-06,Piso,Venta
1801,2005-10-07,Oficina,Venta
1802,2005-10-07,Casa,Venta
1803,2005-10-07,Suelo,Venta
1804,2005-10-07,Suelo,Venta
1805,2005-10-08,Industrial,Venta
1806,2005-10-09,Local,Alquiler
1807,2005-10-09,Local,Venta
1808,2005-10-11,Local,Alquiler
1809,2005-10-11,Industrial,Venta
1810,2005-10-12,Oficina,Venta
1811,2005-10-12,Oficina,Venta
1812,2005-10-12,Local,Alquiler
1813,2005-10-12,Local,Alquiler
1814,2005-10-12,Local,Alquiler
1815,2005-10-12,Industrial,Venta
1816,2005-10-13,Industrial,Venta
1817,2005-10-13,Local,Venta
1818,2005-10-13,Casa,Venta
1819,2005-10-14,Industrial,Venta
1820,2005-10-14,Casa,Alquiler
1821,2005-10-15,Casa,Venta
1822,2005-10-15,Parking,Alquiler
1823,2005-10-15,Local,Alquiler
1824,2005-10-15,Piso,Venta
1825,2005-10-16,Suelo,Venta
1826,2005-10-16,Oficina,Venta
1827,2005-10-16,Local,Venta
1828,2005-10-17,Industrial,Alquiler
1829,2005-10-17,Oficina,Venta
1830,2005-10-17,Oficina,Venta
1831,2005-10-18,Piso,Alquiler
1832,2005-10-18,Piso,Alquiler
1833,2005-10-18,Casa,Alquiler
1834,2005-10-19,Oficina,Venta
1835,2005-10-20,Parking,Alquiler
1836,2005-10-20,Parking,Alquiler
1837,2005-10-20,Suelo,Alquiler
1838,2005-10-21,Casa,Alquiler
1839,2005-10-22,Suelo,Alquiler
1840,2005-10-22,Local,Alquiler
1841,2005-10-22,Industrial,Venta
1842,2005-10-22,Industrial,Alquiler
1843,2005-10-23,Parking,Alquiler
1844,2005-10-25,Suelo,Alquiler
1845,2005-10-26,Local,Alquiler
1846,2005-10-27,Oficina,Alquiler
1847,2005-10-27,Oficina,Venta
1848,2005-10-28,Casa,Venta
1849,2005-10-28,Parking,Alquiler
1850,2005-10-28,Parking,Venta
1851,2005-10-28,Piso,Alquiler
1852,2005-10-28,Industrial,Alquiler
1853,2005-10-28,Suelo,Venta
1854,2005-10-29,Casa,Venta
1855,2005-10-29,Casa,Venta
1856,2005-10-30,Local,Venta
1857,2005-10-30,Parking,Alquiler
1858,2005-10-31,Casa,Alquiler
1859,2005-11-01,Oficina,Alquiler
1860,2005-11-02,Suelo,Venta
1861,2005-11-02,Parking,Venta
1862,2005-11-02,Suelo,Venta
1863,2005-11-02,Oficina,Alquiler
1864,2005-11-03,Casa,Venta
1865,2005-11-03,Suelo,Venta
1866,2005-11-03,Parking,Venta
1867,2005-11-04,Suelo,Venta
1868,2005-11-04,Piso,Venta
1869,2005-11-04,Suelo,Venta
1870,2005-11-05,Oficina,Venta
1871,2005-11-05,Industrial,Alquiler
1872,2005-11-05,Parking,Alquiler
1873,2005-11-07,Piso,Venta
1874,2005-11-07,Oficina,Venta
1875,2005-11-08,Local,Alquiler
1876,2005-11-08,Oficina,Venta
1877,2005-11-08,Local,Venta
1878,2005-11-08,Piso,Venta
1879,2005-11-08,Oficina,Alquiler
1880,2005-11-09,Piso,Alquiler
1881,2005-11-09,Suelo,Alquiler
1882,2005-11-09,Parking,Alquiler
1883,2005-11-10,Local,Alquiler
1884,2005-11-12,Suelo,Venta
1885,2005-11-12,Oficina,Alquiler
1886,2005-11-13,Parking,Venta
1887,2005-11-13,Suelo,Venta
1888,2005-11-13,Piso,Alquiler
1889,2005-11-13,Oficina,Venta
1890,2005-11-13,Local,Alquiler
1891,2005-11-13,Industrial,Venta
1892,2005-11-13,Oficina,Alquiler
1893,2005-11-14,Parking,Venta
1894,2005-11-14,Suelo,Venta
1895,2005-11-14,Oficina,Venta
1896,2005-11-15,Oficina,Alquiler
1897,2005-11-16,Suelo,Alquiler
1898,2005-11-16,Industrial,Alquiler
1899,2005-11-16,Local,Venta
1900,2005-11-17,Piso,Alquiler
1901,2005-11-17,Casa,Alquiler
1902,2005-11-19,Parking,Venta
1903,2005-11-19,Oficina,Venta
1904,2005-11-19,Local,Alquiler
1905,2005-11-20,Local,Alquiler
1906,2005-11-20,Suelo,Venta
1907,2005-11-21,Parking,Venta
1908,2005-11-21,Parking,Alquiler
1909,2005-11-21,Suelo,Alquiler
1910,2005-11-21,Casa,Alquiler
1911,2005-11-22,Industrial,Venta
1912,2005-11-22,Industrial,Alquiler
1913,2005-11-22,Local,Alquiler
1914,2005-11-22,Industrial,Alquiler
1915,2005-11-22,Oficina,Venta
1916,2005-11-23,Local,Venta
1917,2005-11-23,Parking,Venta
1918,2005-11-23,Oficina,Alquiler
1919,2005-11-23,Suelo,Venta
1920,2005-11-24,Oficina,Venta
1921,2005-11-24,Casa,Venta
1922,2005-11-24,Suelo,Alquiler
1923,2005-11-25,Parking,Alquiler
1924,2005-11-25,Industrial,Alquiler
1925,2005-11-25,Suelo,Alquiler
1926,2005-11-26,Parking,Alquiler
1927,2005-11-26,Piso,Alquiler
1928,2005-11-26,Piso,Alquiler
1929,2005-11-26,Industrial,Alquiler
1930,2005-11-27,Casa,Alquiler
1931,2005-11-27,Local,Venta
1932,2005-11-27,Industrial,Alquiler
1933,2005-11-28,Industrial,Alquiler
1934,2005-11-28,Industrial,Alquiler
1935,2005-11-28,Piso,Venta
1936,2005-11-28,Suelo,Venta
1937,2005-11-29,Local,Venta
1938,2005-11-29,Industrial,Alquiler
1939,2005-11-30,Industrial,Venta
1940,2005-11-30,Casa,Venta
1941,2005-11-30,Oficina,Alquiler
1942,2005-12-01,Oficina,Venta
1943,2005-12-01,Local,Alquiler
1944,2005-12-03,Local,Venta
1945,2005-12-03,Piso,Alquiler
1946,2005-12-03,Piso,Alquiler
1947,2005-12-04,Casa,Alquiler
1948,2005-12-05,Piso,Venta
1949,2005-12-05,Industrial,Venta
1950,2005-12-05,Industrial,Alquiler
1951,2005-12-06,Casa,Alquiler
1952,2005-12-06,Parking,Alquiler
1953,2005-12-06,Industrial,Venta
1954,2005-12-07,Casa,Venta
1955,2005-12-07,Industrial,Venta
1956,2005-12-08,Oficina,Alquiler
1957,2005-12-09,Parking,Alquiler
1958,2005-12-09,Casa,Venta
1959,2005-12-09,Industrial,Venta
1960,2005-12-09,Suelo,Venta
1961,2005-12-11,Suelo,Venta
1962,2005-12-12,Oficina,Alquiler
1963,2005-12-13,Piso,Venta
1964,2005-12-13,Parking,Alquiler
1965,2005-12-13,Local,Venta
1966,2005-12-14,Casa,Venta
1967,2005-12-15,Local,Venta
1968,2005-12-16,Piso,Venta
1969,2005-12-16,Casa,Venta
1970,2005-12-16,Oficina,Alquiler
1971,2005-12-17,Casa,Alquiler
1972,2005-12-17,Parking,Venta
1973,2005-12-17,Parking,Alquiler
1974,2005-12-17,Suelo,Alquiler
1975,2005-12-17,Local,Venta
1976,2005-12-18,Local,Alquiler
1977,2005-12-19,Casa,Venta
1978,2005-12-20,Industrial,Alquiler
1979,2005-12-20,Local,Venta
1980,2005-12-20,Local,Alquiler
1981,2005-12-21,Piso,Venta
1982,2005-12-21,Suelo,Alquiler
1983,2005-12-21,Oficina,Venta
1984,2005-12-21,Piso,Venta
1985,2005-12-21,Oficina,Alquiler
1986,2005-12-21,Parking,Alquiler
1987,2005-12-22,Industrial,Alquiler
1988,2005-12-22,Casa,Venta
1989,2005-12-22,Suelo,Alquiler
1990,2005-12-22,Oficina,Venta
1991,2005-12-22,Industrial,Venta
1992,2005-12-23,Local,Venta
1993,2005-12-23,Casa,Venta
1994,2005-12-23,Local,Alquiler
1995,2005-12-23,Industrial,Venta
1996,2005-12-23,Casa,Venta
1997,2005-12-24,Local,Venta
1998,2005-12-24,Piso,Venta
1999,2005-12-25,Oficina,Venta
2000,2005-12-25,Suelo,Venta
2001,2005-12-25,Casa,Venta
2002,2005-12-26,Piso,Alquiler
2003,2005-12-26,Oficina,Alquiler
2004,2005-12-26,Industrial,Alquiler
2005,2005-12-27,Parking,Venta
2006,2005-12-27,Oficina,Alquiler
2007,2005-12-27,Casa,Alquiler
2008,2005-12-27,Parking,Alquiler
2009,2005-12-27,Piso,Venta
2010,2005-12-28,Oficina,Venta
2011,2005-12-30,Piso,Venta
2012,2005-12-30,Casa,Alquiler
2013,2005-12-30,Oficina,Alquiler
2014,2005-12-30,Parking,Venta
2015,2005-12-31,Casa,Alquiler
2016,2005-12-31,Parking,Alquiler
2017,2006-01-01,Industrial,Venta
2018,2006-01-01,Parking,Alquiler
2019,2006-01-01,Piso,Alquiler
2020,2006-01-01,Oficina,Alquiler
2021,2006-01-02,Industrial,Venta
2022,2006-01-02,Local,Venta
2023,2006-01-02,Casa,Alquiler
2024,2006-01-02,Local,Alquiler
2025,2006-01-03,Oficina,Alquiler
2026,2006-01-03,Industrial,Venta
2027,2006-01-03,Local,Venta
2028,2006-01-03,Local,Alquiler
2029,2006-01-03,Casa,Alquiler
2030,2006-01-03,Parking,Venta
2031,2006-01-03,Industrial,Venta
2032,2006-01-03,Casa,Alquiler
2033,2006-01-05,Casa,Alquiler
2034,2006-01-05,Industrial,Venta
2035,2006-01-05,Parking,Venta
2036,2006-01-06,Local,Venta
2037,2006-01-06,Local,Alquiler
2038,2006-01-06,Parking,Venta
2039,2006-01-07,Oficina,Alquiler
2040,2006-01-07,Industrial,Venta
2041,2006-01-08,Suelo,Venta
2042,2006-01-08,Casa,Alquiler
2043,2006-01-08,Suelo,Alquiler
2044,2006-01-09,Piso,Alquiler
2045,2006-01-09,Industrial,Alquiler
2046,2006-01-09,Piso,Alquiler
2047,2006-01-10,Local,Venta
2048,2006-01-10,Casa,Venta
2049,2006-01-10,Casa,Alquiler
2050,2006-01-11,Parking,Venta
2051,2006-01-11,Industrial,Alquiler
2052,2006-01-11,Oficina,Venta
2053,2006-01-11,Oficina,Venta
2054,2006-01-11,Industrial,Alquiler
2055,2006-01-12,Piso,Alquiler
2056,2006-01-12,Industrial,Alquiler
2057,2006-01-13,Industrial,Alquiler
2058,2006-01-13,Oficina,Alquiler
2059,2006-01-13,Oficina,Venta
2060,2006-01-13,Suelo,Venta
2061,2006-01-13,Local,Alquiler
2062,2006-01-13,Suelo,Venta
2063,2006-01-14,Industrial,Alquiler
2064,2006-01-14,Casa,Venta
2065,2006-01-14,Local,Alquiler
2066,2006-01-14,Oficina,Alquiler
2067,2006-01-14,Local,Alquiler
2068,2006-01-15,Oficina,Alquiler
2069,2006-01-15,Suelo,Venta
2070,2006-01-15,Oficina,Alquiler
2071,2006-01-15,Casa,Venta
2072,2006-01-15,Casa,Venta
2073,2006-01-16,Industrial,Venta
2074,2006-01-16,Local,Venta
2075,2006-01-17,Piso,Venta
2076,2006-01-17,Industrial,Alquiler
2077,2006-01-17,Oficina,Alquiler
2078,2006-01-17,Industrial,Alquiler
2079,2006-01-18,Suelo,Venta
2080,2006-01-18,Local,Venta
2081,2006-01-19,Piso,Alquiler
2082,2006-01-19,Piso,Venta
2083,2006-01-19,Parking,Alquiler
2084,2006-01-19,Industrial,Venta
2085,2006-01-20,Local,Alquiler
2086,2006-01-20,Parking,Alquiler
2087,2006-01-21,Industrial,Venta
2088,2006-01-21,Suelo,Alquiler
2089,2006-01-21,Suelo,Alquiler
2090,2006-01-23,Suelo,Venta
2091,2006-01-23,Suelo,Venta
2092,2006-01-23,Industrial,Alquiler
2093,2006-01-23,Casa,Alquiler
2094,2006-01-23,Local,Venta
2095,2006-01-23,Local,Alquiler
2096,2006-01-23,Local,Alquiler
2097,2006-01-24,Oficina,Alquiler
2098,2006-01-24,Local,Venta
2099,2006-01-24,Casa,Venta
2100,2006-01-24,Piso,Venta
2101,2006-01-24,Local,Venta
2102,2006-01-25,Casa,Alquiler
2103,2006-01-25,Oficina,Venta
2104,2006-01-25,Oficina,Alquiler
2105,2006-01-25,Parking,Alquiler
2106,2006-01-25,Industrial,Venta
2107,2006-01-26,Oficina,Venta
2108,2006-01-26,Casa,Venta
2109,2006-01-26,Suelo,Alquiler
2110,2006-01-26,Oficina,Venta
2111,2006-01-26,Parking,Venta
2112,2006-01-26,Oficina,Venta
2113,2006-01-27,Oficina,Alquiler
2114,2006-01-28,Casa,Alquiler
2115,2006-01-28,Parking,Alquiler
2116,2006-01-29,Suelo,Alquiler
2117,2006-01-29,Industrial,Venta
2118,2006-01-29,Suelo,Alquiler
2119,2006-01-30,Oficina,Alquiler
2120,2006-01-30,Industrial,Alquiler
2121,2006-01-30,Oficina,Alquiler
2122,2006-01-31,Local,Venta
2123,2006-02-01,Parking,Venta
2124,2006-02-01,Casa,Venta
2125,2006-02-01,Piso,Venta
2126,2006-02-01,Piso,Venta
2127,2006-02-02,Parking,Venta
2128,2006-02-02,Casa,Alquiler
2129,2006-02-02,Piso,Venta
2130,2006-02-02,Oficina,Alquiler
2131,2006-02-03,Suelo,Alquiler
2132,2006-02-03,Casa,Venta
2133,2006-02-03,Parking,Venta
2134,2006-02-04,Industrial,Alquiler
2135,2006-02-04,Piso,Venta
2136,2006-02-04,Local,Venta
2137,2006-02-04,Parking,Venta
2138,2006-02-05,Industrial,Alquiler
2139,2006-02-05,Piso,Alquiler
2140,2006-02-06,Industrial,Alquiler
2141,2006-02-06,Suelo,Alquiler
2142,2006-02-06,Parking,Alquiler
2143,2006-02-07,Piso,Alquiler
2144,2006-02-07,Oficina,Venta
2145,2006-02-07,Piso,Venta
2146,2006-02-07,Casa,Venta
2147,2006-02-07,Oficina,Alquiler
2148,2006-02-08,Oficina,Alquiler
2149,2006-02-08,Industrial,Alquiler
2150,2006-02-09,Local,Venta
2151,2006-02-09,Piso,Venta
2152,2006-02-09,Parking,Venta
2153,2006-02-09,Oficina,Venta
2154,2006-02-09,Industrial,Alquiler
2155,2006-02-09,Industrial,Alquiler
2156,2006-02-10,Casa,Venta
2157,2006-02-11,Casa,Venta
2158,2006-02-11,Oficina,Venta
2159,2006-02-12,Piso,Alquiler
2160,2006-02-12,Parking,Venta
2161,2006-02-12,Piso,Alquiler
2162,2006-02-12,Piso,Alquiler
2163,2006-02-12,Oficina,Venta
2164,2006-02-13,Casa,Venta
2165,2006-02-14,Parking,Alquiler
2166,2006-02-15,Suelo,Venta
2167,2006-02-15,Piso,Alquiler
2168,2006-02-15,Suelo,Venta
2169,2006-02-15,Parking,Alquiler
2170,2006-02-16,Industrial,Alquiler
2171,2006-02-16,Industrial,Alquiler
2172,2006-02-16,Oficina,Venta
2173,2006-02-16,Suelo,Venta
2174,2006-02-16,Casa,Alquiler
2175,2006-02-16,Suelo,Alquiler
2176,2006-02-17,Suelo,Alquiler
2177,2006-02-17,Industrial,Venta
2178,2006-02-17,Oficina,Venta
2179,2006-02-17,Piso,Alquiler
2180,2006-02-17,Suelo,Venta
2181,2006-02-18,Industrial,Venta
2182,2006-02-18,Local,Venta
2183,2006-02-18,Suelo,Alquiler
2184,2006-02-18,Local,Alquiler
2185,2006-02-20,Parking,Alquiler
2186,2006-02-20,Industrial,Alquiler
2187,2006-02-20,Oficina,Venta
2188,2006-02-20,Local,Venta
2189,2006-02-20,Piso,Venta
2190,2006-02-20,Casa,Alquiler
2191,2006-02-21,Casa,Venta
2192,2006-02-21,Parking,Alquiler
2193,2006-02-21,Local,Alquiler
2194,2006-02-22,Casa,Venta
2195,2006-02-22,Oficina,Alquiler
2196,2006-02-22,Oficina,Venta
2197,2006-02-22,Local,Venta
2198,2006-02-22,Industrial,Venta
2199,2006-02-23,Casa,Venta
2200,2006-02-24,Industrial,Alquiler
2201,2006-02-24,Parking,Venta
2202,2006-02-24,Casa,Alquiler
2203,2006-02-27,Industrial,Alquiler
2204,2006-02-27,Industrial,Venta
2205,2006-02-28,Casa,Venta
2206,2006-02-28,Casa,Venta
2207,2006-02-28,Industrial,Venta
2208,2006-03-01,Oficina,Venta
2209,2006-03-01,Local,Alquiler
2210,2006-03-01,Local,Venta
2211,2006-03-01,Local,Venta
2212,2006-03-02,Suelo,Alquiler
2213,2006-03-02,Industrial,Venta
2214,2006-03-02,Suelo,Alquiler
2215,2006-03-03,Casa,Alquiler
2216,2006-03-03,Local,Venta
2217,2006-03-03,Casa,Alquiler
2218,2006-03-03,Oficina,Alquiler
2219,2006-03-04,Suelo,Alquiler
2220,2006-03-04,Parking,Alquiler
2221,2006-03-04,Industrial,Venta
2222,2006-03-04,Piso,Alquiler
2223,2006-03-05,Parking,Venta
2224,2006-03-05,Suelo,Venta
