,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2536,2537,2006-06-28,Piso,Alquiler,Girona,71,320281,2007-03-07,Jesús
2538,2539,2006-06-30,Piso,Alquiler,Girona,68,396780,2007-02-10,Carmen
2539,2540,2006-06-30,Suelo,Alquiler,Girona,126,536634,,
2541,2542,2006-06-30,Oficina,Venta,Girona,291,2849763,2007-04-28,Joaquín
2542,2543,2006-06-30,Industrial,Venta,Girona,46,373106,,
2544,2545,2006-07-01,Industrial,Venta,Girona,212,1691124,2006-10-19,María
2545,2546,2006-07-01,Parking,Alquiler,Girona,89,594698,2007-03-25,Jesús
2547,2548,2006-07-02,Industrial,Venta,Girona,195,1576380,2007-04-24,Luisa
2552,2553,2006-07-04,Industrial,Alquiler,Girona,74,304288,2007-05-07,Luisa
2558,2559,2006-07-06,Local,Alquiler,Girona,76,546440,2007-04-10,Luisa
2559,2560,2006-07-07,Piso,Venta,Girona,136,580856,,
2560,2561,2006-07-07,Piso,Alquiler,Girona,58,350610,2007-03-09,María
2561,2562,2006-07-07,Industrial,Venta,Girona,144,598320,,
2563,2564,2006-07-08,Local,Venta,Girona,103,766320,2007-04-24,Jesús
2568,2569,2006-07-10,Local,Alquiler,Girona,50,390400,2007-01-15,Carmen
2578,2579,2006-07-16,Parking,Alquiler,Girona,274,2189534,2006-11-17,Luisa
2580,2581,2006-07-16,Oficina,Venta,Girona,130,1061710,2007-03-11,Pedro
2581,2582,2006-07-16,Casa,Venta,Girona,101,889608,2007-01-13,María
2584,2585,2006-07-17,Piso,Alquiler,Girona,244,1315648,2007-03-01,María
2591,2592,2006-07-19,Parking,Venta,Girona,150,1076250,2006-11-05,Carmen
2592,2593,2006-07-19,Parking,Alquiler,Girona,147,891849,,
2594,2595,2006-07-20,Oficina,Alquiler,Girona,170,1039380,2006-11-25,Joaquín
2596,2597,2006-07-21,Suelo,Venta,Girona,68,489600,2007-03-17,Jesús
2600,2601,2006-07-22,Parking,Venta,Girona,200,1021000,2006-11-20,Joaquín
2602,2603,2006-07-23,Parking,Venta,Girona,98,497546,2006-12-24,Luisa
2608,2609,2006-07-26,Parking,Alquiler,Girona,123,714999,,
2611,2612,2006-07-27,Oficina,Venta,Girona,65,598195,2006-10-30,Joaquín
2625,2626,2006-08-01,Suelo,Venta,Girona,97,515555,,
2626,2627,2006-08-02,Suelo,Venta,Girona,259,1202537,2007-04-16,María
2633,2634,2006-08-06,Suelo,Venta,Girona,234,1994382,2007-03-04,María
2636,2637,2006-08-07,Parking,Venta,Girona,249,1422537,2007-04-02,Luisa
2637,2638,2006-08-08,Oficina,Alquiler,Girona,97,696169,,
2638,2639,2006-08-08,Parking,Venta,Girona,211,1456322,2006-11-23,Carmen
2640,2641,2006-08-08,Oficina,Venta,Girona,133,1053227,2007-01-30,Jesús
2648,2649,2006-08-11,Casa,Venta,Girona,112,1093456,2007-01-24,Pedro
2653,2654,2006-08-13,Piso,Alquiler,Girona,297,2909412,,
2660,2661,2006-08-16,Oficina,Venta,Girona,81,557604,2006-12-17,Carmen
2662,2663,2006-08-17,Suelo,Alquiler,Girona,116,1041448,,
2664,2665,2006-08-21,Industrial,Alquiler,Girona,71,336043,2007-03-05,Luisa
2668,2669,2006-08-22,Industrial,Venta,Girona,165,889350,2007-01-11,Carmen
2675,2676,2006-08-23,Piso,Venta,Girona,294,2574558,,
2678,2679,2006-08-25,Piso,Alquiler,Girona,58,326598,2007-03-23,María
2684,2685,2006-08-27,Piso,Alquiler,Girona,76,498560,2007-01-28,Pedro
2687,2688,2006-08-28,Parking,Venta,Girona,220,1230240,,
2688,2689,2006-08-28,Piso,Venta,Girona,263,2173169,2007-01-20,María
2690,2691,2006-08-29,Parking,Alquiler,Girona,44,380072,2006-12-14,Joaquín
2694,2695,2006-08-30,Suelo,Venta,Girona,186,1695948,2007-03-23,Pedro
2699,2700,2006-09-02,Piso,Venta,Girona,179,1025491,,
2700,2701,2006-09-03,Suelo,Venta,Girona,203,1191610,2006-12-24,María
2707,2708,2006-09-05,Local,Alquiler,Girona,242,2326346,,
2708,2709,2006-09-06,Casa,Alquiler,Girona,291,1643568,,
2709,2710,2006-09-06,Piso,Alquiler,Girona,274,2445724,2006-12-20,Luisa
2710,2711,2006-09-07,Parking,Venta,Girona,286,2153580,,
2712,2713,2006-09-07,Oficina,Venta,Girona,239,1994933,2007-04-09,Carmen
2713,2714,2006-09-07,Industrial,Alquiler,Girona,53,478431,2007-01-28,Carmen
2733,2734,2006-09-15,Local,Venta,Girona,197,1967242,2006-12-28,Pedro
2751,2752,2006-09-22,Local,Venta,Girona,257,2242839,,
2754,2755,2006-09-23,Oficina,Alquiler,Girona,134,1088616,2007-03-11,María
2755,2756,2006-09-23,Oficina,Venta,Girona,261,1475172,,
2765,2766,2006-09-28,Suelo,Alquiler,Girona,194,1519214,,
2768,2769,2006-09-30,Casa,Venta,Girona,142,1194078,2007-03-30,Joaquín
2769,2770,2006-09-30,Piso,Venta,Girona,244,2291404,2007-04-23,María
2770,2771,2006-10-02,Industrial,Venta,Girona,77,496881,2007-02-01,Luisa
2771,2772,2006-10-02,Local,Alquiler,Girona,72,372672,2007-05-04,María
2773,2774,2006-10-02,Suelo,Alquiler,Girona,271,1780199,2007-03-20,Carmen
2775,2776,2006-10-04,Piso,Venta,Girona,290,2381770,2007-03-11,María
2778,2779,2006-10-04,Casa,Venta,Girona,295,1658785,,
2779,2780,2006-10-05,Industrial,Venta,Girona,157,1242498,2007-03-26,Luisa
2784,2785,2006-10-07,Suelo,Venta,Girona,51,288966,,
2788,2789,2006-10-08,Suelo,Alquiler,Girona,136,777240,2007-04-04,Carmen
2789,2790,2006-10-08,Industrial,Venta,Girona,212,1565620,2007-04-04,María
2792,2793,2006-10-09,Casa,Venta,Girona,250,1370500,,
2793,2794,2006-10-09,Casa,Venta,Girona,57,360582,,
2804,2805,2006-10-13,Local,Venta,Girona,271,1923558,2007-04-17,Luisa
2808,2809,2006-10-15,Parking,Venta,Girona,206,1659742,2007-03-08,Jesús
2814,2815,2006-10-17,Local,Venta,Girona,181,1405465,,
2823,2824,2006-10-22,Parking,Venta,Girona,196,1210496,,
2828,2829,2006-10-23,Local,Alquiler,Girona,273,1766310,,
2831,2832,2006-10-24,Oficina,Alquiler,Girona,224,1126944,2007-04-07,Joaquín
2836,2837,2006-10-26,Industrial,Venta,Girona,50,466850,,
2837,2838,2006-10-26,Industrial,Alquiler,Girona,41,379291,2007-04-26,María
2841,2842,2006-10-29,Casa,Alquiler,Girona,125,1041625,2007-05-04,Pedro
2843,2844,2006-10-29,Suelo,Alquiler,Girona,73,660577,2007-03-25,Carmen
2844,2845,2006-10-29,Industrial,Venta,Girona,247,1843361,2007-01-30,Pedro
2848,2849,2006-10-31,Piso,Alquiler,Girona,285,1940565,,
2850,2851,2006-10-31,Oficina,Venta,Girona,294,2267622,,
2853,2854,2006-11-02,Casa,Venta,Girona,190,1105230,,
2855,2856,2006-11-02,Casa,Venta,Girona,141,821889,,
2861,2862,2006-11-03,Parking,Alquiler,Girona,275,1623600,2007-04-28,Pedro
2862,2863,2006-11-03,Industrial,Venta,Girona,67,637103,2007-04-26,Pedro
2864,2865,2006-11-04,Local,Alquiler,Girona,197,1704050,,
2873,2874,2006-11-07,Oficina,Venta,Girona,67,342705,,
2874,2875,2006-11-07,Local,Alquiler,Girona,166,1607710,,
2875,2876,2006-11-07,Casa,Venta,Girona,129,722013,2007-03-18,Carmen
2877,2878,2006-11-08,Parking,Venta,Girona,124,950832,,
2880,2881,2006-11-09,Local,Venta,Girona,127,815467,2007-04-25,Pedro
2885,2886,2006-11-10,Suelo,Alquiler,Girona,201,850029,2007-04-22,María
2886,2887,2006-11-10,Local,Alquiler,Girona,61,265289,2007-02-17,Carmen
2896,2897,2006-11-16,Piso,Alquiler,Girona,258,1058832,,
2898,2899,2006-11-17,Industrial,Venta,Girona,105,1045905,2007-04-24,Joaquín
2899,2900,2006-11-18,Suelo,Venta,Girona,51,344811,,
2901,2902,2006-11-19,Parking,Venta,Girona,135,563760,2007-03-13,Pedro
2903,2904,2006-11-20,Industrial,Alquiler,Girona,149,1454836,,
2919,2920,2006-11-27,Oficina,Alquiler,Girona,99,831204,,
2920,2921,2006-11-27,Casa,Alquiler,Girona,77,360822,,
2929,2930,2006-11-29,Parking,Venta,Girona,82,643290,,
2932,2933,2006-11-30,Parking,Venta,Girona,44,353628,,
2936,2937,2006-12-01,Piso,Venta,Girona,100,905600,2007-05-07,Joaquín
2943,2944,2006-12-04,Industrial,Alquiler,Girona,114,1130424,,
2944,2945,2006-12-05,Casa,Alquiler,Girona,151,693543,,
2947,2948,2006-12-06,Casa,Alquiler,Girona,138,1186524,2007-04-24,Joaquín
2952,2953,2006-12-07,Casa,Alquiler,Girona,251,1528088,,
2955,2956,2006-12-08,Industrial,Alquiler,Girona,59,432411,,
2957,2958,2006-12-09,Suelo,Alquiler,Girona,193,1059956,2007-03-10,María
2959,2960,2006-12-10,Industrial,Venta,Girona,117,575640,,
2968,2969,2006-12-13,Industrial,Venta,Girona,109,703159,,
2973,2974,2006-12-15,Piso,Venta,Girona,200,1559800,2007-04-23,Joaquín
2978,2979,2006-12-16,Suelo,Alquiler,Girona,152,1147144,,
2982,2983,2006-12-18,Industrial,Alquiler,Girona,85,670310,,
2988,2989,2006-12-20,Local,Venta,Girona,255,1079670,,
2997,2998,2006-12-24,Piso,Alquiler,Girona,129,789738,,
3001,3002,2006-12-25,Casa,Alquiler,Girona,226,2041006,,
3002,3003,2006-12-25,Industrial,Alquiler,Girona,80,709760,2007-05-02,Jesús
3003,3004,2006-12-26,Casa,Alquiler,Girona,211,2086368,,
3004,3005,2006-12-26,Casa,Alquiler,Girona,80,651360,,
3005,3006,2006-12-26,Suelo,Alquiler,Girona,219,913449,,
3006,3007,2006-12-26,Casa,Alquiler,Girona,297,2673000,,
3007,3008,2006-12-27,Piso,Alquiler,Girona,287,1882433,,
3009,3010,2006-12-28,Suelo,Alquiler,Girona,292,1751124,,
3019,3020,2006-12-31,Parking,Venta,Girona,146,1399264,,
3020,3021,2007-01-01,Industrial,Alquiler,Girona,199,1321161,,
3027,3028,2007-01-06,Parking,Venta,Girona,247,2398617,,
3029,3030,2007-01-07,Suelo,Alquiler,Girona,98,429730,,
3032,3033,2007-01-08,Industrial,Venta,Girona,119,571676,,
3048,3049,2007-01-10,Suelo,Venta,Girona,57,269724,,
3051,3052,2007-01-11,Local,Venta,Girona,272,1965472,,
3052,3053,2007-01-12,Piso,Venta,Girona,164,1425488,,
3060,3061,2007-01-14,Piso,Alquiler,Girona,228,932292,,
3065,3066,2007-01-15,Piso,Alquiler,Girona,107,968243,,
3069,3070,2007-01-18,Parking,Venta,Girona,243,1857735,,
3071,3072,2007-01-18,Suelo,Alquiler,Girona,253,2291421,,
3074,3075,2007-01-20,Industrial,Venta,Girona,56,485240,,
3078,3079,2007-01-21,Local,Alquiler,Girona,149,1047917,,
3079,3080,2007-01-21,Local,Alquiler,Girona,79,393736,,
3082,3083,2007-01-22,Piso,Venta,Girona,232,1511944,,
3083,3084,2007-01-23,Industrial,Alquiler,Girona,137,569098,,
3088,3089,2007-01-23,Industrial,Venta,Girona,164,1494204,,
3094,3095,2007-01-27,Local,Alquiler,Girona,50,302100,,
3105,3106,2007-02-01,Industrial,Alquiler,Girona,260,1636700,,
3106,3107,2007-02-01,Suelo,Alquiler,Girona,117,997776,,
3107,3108,2007-02-01,Local,Alquiler,Girona,229,1065995,,
3109,3110,2007-02-02,Parking,Alquiler,Girona,46,301346,,
3116,3117,2007-02-04,Suelo,Venta,Girona,160,1431040,,
3123,3124,2007-02-09,Parking,Alquiler,Girona,252,2154096,,
3128,3129,2007-02-11,Industrial,Alquiler,Girona,244,1050664,,
3136,3137,2007-02-13,Suelo,Alquiler,Girona,66,268488,,
3139,3140,2007-02-15,Industrial,Alquiler,Girona,138,1248072,,
3140,3141,2007-02-16,Industrial,Alquiler,Girona,298,1708434,,
3142,3143,2007-02-17,Piso,Venta,Girona,241,979183,,
3143,3144,2007-02-17,Industrial,Alquiler,Girona,288,1978848,,
3144,3145,2007-02-17,Oficina,Venta,Girona,234,1789866,,
3145,3146,2007-02-18,Oficina,Alquiler,Girona,174,1568610,,
3146,3147,2007-02-18,Industrial,Venta,Girona,177,1325730,,
3148,3149,2007-02-18,Piso,Venta,Girona,81,324648,,
3150,3151,2007-02-19,Oficina,Alquiler,Girona,43,293303,,
3152,3153,2007-02-19,Casa,Venta,Girona,115,1040635,,
3162,3163,2007-02-23,Local,Alquiler,Girona,234,973206,,
3170,3171,2007-02-26,Oficina,Venta,Girona,89,684588,,
3171,3172,2007-02-26,Casa,Venta,Girona,163,1478573,,
3173,3174,2007-02-27,Piso,Alquiler,Girona,64,520384,,
3175,3176,2007-02-27,Local,Alquiler,Girona,99,825759,,
3176,3177,2007-02-28,Piso,Venta,Girona,128,801408,,
3179,3180,2007-03-01,Piso,Venta,Girona,174,1615068,,
3180,3181,2007-03-03,Piso,Alquiler,Girona,127,957453,,
3186,3187,2007-03-04,Piso,Alquiler,Girona,161,1420020,,
3192,3193,2007-03-07,Industrial,Venta,Girona,282,2019120,,
3195,3196,2007-03-07,Casa,Alquiler,Girona,221,2075632,,
3197,3198,2007-03-08,Piso,Alquiler,Girona,212,1684340,,
3200,3201,2007-03-09,Parking,Alquiler,Girona,93,849462,,
3204,3205,2007-03-10,Suelo,Venta,Girona,121,870837,,
3210,3211,2007-03-12,Local,Alquiler,Girona,82,601306,,
3216,3217,2007-03-14,Industrial,Venta,Girona,161,1020257,,
3221,3222,2007-03-16,Parking,Venta,Girona,138,1034034,,
3233,3234,2007-03-19,Industrial,Alquiler,Girona,99,763983,,
3235,3236,2007-03-20,Casa,Alquiler,Girona,292,2765240,,
3242,3243,2007-03-22,Suelo,Venta,Girona,135,1096470,,
3250,3251,2007-03-24,Parking,Venta,Girona,60,366780,,
3252,3253,2007-03-24,Casa,Venta,Girona,172,1389072,,
3253,3254,2007-03-25,Casa,Alquiler,Girona,79,495093,,
3254,3255,2007-03-26,Oficina,Venta,Girona,221,1194726,,
3255,3256,2007-03-26,Piso,Alquiler,Girona,266,2010960,,
3256,3257,2007-03-26,Suelo,Alquiler,Girona,128,912256,,
3264,3265,2007-03-30,Parking,Venta,Girona,51,393057,,
3272,3273,2007-04-02,Local,Alquiler,Girona,112,739872,,
3275,3276,2007-04-03,Oficina,Venta,Girona,71,591004,,
3280,3281,2007-04-06,Casa,Alquiler,Girona,276,2336340,,
3282,3283,2007-04-07,Oficina,Venta,Girona,279,2384334,,
3292,3293,2007-04-10,Local,Alquiler,Girona,151,1028159,,
3293,3294,2007-04-10,Piso,Alquiler,Girona,128,818176,,
3294,3295,2007-04-11,Parking,Venta,Girona,123,1088181,,
3298,3299,2007-04-12,Parking,Alquiler,Girona,131,1224850,,
3299,3300,2007-04-12,Local,Alquiler,Girona,156,881868,,
3303,3304,2007-04-12,Piso,Venta,Girona,128,1270400,,
3306,3307,2007-04-14,Parking,Venta,Girona,221,1533077,,
3316,3317,2007-04-20,Casa,Venta,Girona,247,1804088,,
3330,3331,2007-04-27,Local,Venta,Girona,110,845790,,
3333,3334,2007-04-29,Piso,Alquiler,Girona,55,454080,,
